
2.240036618619053,0.0001,0.0001,0.001,0.1,"[32, 32, 32]",150
2.240036618619053,0.0001,0.0001,0.001,0.1,"[32, 32, 32]",300

Mish Activation
1.2831470487919965,0.0001,0.0001,0.001,0.1,"[32, 32, 32]",150

Kernel Init 0
1.0623295618337263,0.0001,0.0001,0.001,0.1,"[32, 32, 32]",150
1.2723363514739805,0.0001,0.0001,0.001,0.1,"[32, 32, 32]",150

Sigma
2.5391357644782464,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",150
2.5391357644782464,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",300
2.5391357644782464,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",450

RAdam optimizer
2.350336085341657,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",150
1.2026268492973773,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",150

Lock Random Seed
1.12526342241495,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",150
1.12526342241495,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",150

Kernel Initalizer Uniform Random
2.409655690416569,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",150
2.409655690416569,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",150

factor = [1,1,0,0,0,1,0]
1.9133915216980963,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",150

factor = [1,1,1,1,0,1,0]
1.3453224613470536,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",150
2.5403670762071924,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",300

factor = [1,1,1,0,1,0,0]
1.278765763456643,0.0001,0.0001,0.001,0.01,"[32, 32, 32]",150

factor = [1,1,1,0,0,1,0]
1.208687249330181,0.0001,0.0001,0.001,0.01,"[32, 64, 32]",150

Network Change
2.5457405992835422,0.0001,0.0001,0.001,0.01,"[16, 32, 16]",150
2.5971348404312677,0.0001,0.0001,0.001,0.01,"[16, 32, 16]",200
2.5971348404312677,0.0001,0.0001,0.001,0.01,"[16, 32, 16]",250

Adam Optimizer
1.3093299998608487,0.0001,0.0001,0.001,0.01,"[16, 32, 16]",150

Learning Rate
1.2462535152804541,0.001,0.001,0.001,0.01,"[16, 32, 16]",150
Learning Rate
1.3079418548517774,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",150

RAdam Optimizer & Relu
2.6246765613481124,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",218

self.buffer_size = 10,000
2.518409627414109,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",150
2.518409627414109,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",300

self.buffer_size = 1,000,000; self.batch_size = 64
2.093170486687734,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",150
2.595805283864996,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",300

self.buffer_size = 100,000; self.batch_size = 32
2.5386133659747068,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",150
2.5386133659747068,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",200
2.5386133659747068,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",250

2.518409627414109,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",195
2.518409627414109,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",250

factor = [1,0,1,0,0,1,0]
1.293429669801685,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",150

factor = [1,1,1,0,0,1,0]
2.518409627414109,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",150

Critic Output Activation Linear
1.9816198422096774,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",150
2.5762354290183884,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",300

Prioritized Replay, Critic Output back to Relu err
1.2441269508742707,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",50
1.2441269508742707,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",50

REWARD FUNCTION CHANGES
reward = [d_r, 0.0, t_r]
Crash penalty removed
0.8346932986813514,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",50
0.8346932986813514,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",100

8.353405805160929,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",51
8.353405805160929,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",201

0.5043239049249508,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",151

0.1863865970135219,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",150
0.1863865970135219,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",725

USING MIT REWARD FUNCTION
2.567124761856135,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",150

2.019005708782876,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",150
2.019005708782876,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",950
2.019005708782876,1e-06,1e-06,0.001,0.01,"[16, 32, 16]",1750
